Original_Text,Word_Count,Char_Count,Sentiment_Polarity,Translated_Text,Source_Id,Source_Name
Crime and Punishment Fyodor Dostoevsky Translated By Constance Garnett This eBook is designed and published by Planet PDF,17,120,-0.7717,Crime and Punishment Fyodor Dostoevsky Translated By Constance Garnett This eBook is designed and published by Planet PDF,7,Crime_and_Punishment_T,english,0.9999967234402634,0,Crime and Punishment Fyodor Dostoevsky Translated By Constance Garnett This eBook is designed and published by Planet PDF
 For more free eBooks visit our Web site at http://www,10,53,0.5563, For more free eBooks visit our Web site at http://www,7,Crime_and_Punishment_T,maybe_english,0.5714271241372695,0, For more free eBooks visit our Web site at http://www
planetpdf,0,8,0.0,planetpdf,7,Crime_and_Punishment_T,confident_non_english,0.9999930018176436,0,
"com
Crime and Punishment 2 of 967 TRANSLATOR’S PREFACE A few words about Dostoevsky himself may help the English reader to understand his work",22,141,-0.6124,"com
Crime and Punishment 2 of 967 TRANSLATOR’S PREFACE A few words about Dostoevsky himself may help the English reader to understand his work",7,Crime_and_Punishment_T,english,0.9999962097946233,0,"com
Crime and Punishment 2 of 967 TRANSLATORS PREFACE A few words about Dostoevsky himself may help the English reader to understand his work"
 Dostoevsky was the son of a doctor,7,34,0.0, Dostoevsky was the son of a doctor,7,Crime_and_Punishment_T,english,0.9999986890579751,0, Dostoevsky was the son of a doctor
" His parents were very hard- working and deeply religious people, but so poor that they lived with their five children in only two rooms",24,135,-0.7804," His parents were very hard- working and deeply religious people, but so poor that they lived with their five children in only two rooms",7,Crime_and_Punishment_T,english,0.999994866722499,0," His parents were very hard- working and deeply religious people, but so poor that they lived with their five children in only two rooms"
" The father and mother spent their evenings in reading aloud to their children, generally from books of a serious character",20,122,-0.0772," The father and mother spent their evenings in reading aloud to their children, generally from books of a serious character",7,Crime_and_Punishment_T,english,0.9999978302085277,0," The father and mother spent their evenings in reading aloud to their children, generally from books of a serious character"
 Though always sickly and delicate Dostoevsky came out third in the final examination of the Petersburg school of Engineering,19,124,0.0516, Though always sickly and delicate Dostoevsky came out third in the final examination of the Petersburg school of Engineering,7,Crime_and_Punishment_T,english,0.9999971464990557,0, Though always sickly and delicate Dostoevsky came out third in the final examination of the Petersburg school of Engineering
" There he had already begun his first work, ‘Poor Folk",10,53,0.0," There he had already begun his first work, ‘Poor Folk",7,Crime_and_Punishment_T,english,0.9999978144771009,0," There he had already begun his first work, Poor Folk"
’ This story was published by the poet Nekrassov in his review and was received with acclamations,16,96,0.0,’ This story was published by the poet Nekrassov in his review and was received with acclamations,7,Crime_and_Punishment_T,english,0.9999969524904837,0, This story was published by the poet Nekrassov in his review and was received with acclamations
" The shy, unknown youth found himself instantly something of a celebrity",11,71,-0.25," The shy, unknown youth found himself instantly something of a celebrity",7,Crime_and_Punishment_T,english,0.9999968449587857,0," The shy, unknown youth found himself instantly something of a celebrity"
" A brilliant and successful career seemed to open before him, but those hopes were soon dashed",16,93,0.8176," A brilliant and successful career seemed to open before him, but those hopes were soon dashed",7,Crime_and_Punishment_T,english,0.9999975560546461,0," A brilliant and successful career seemed to open before him, but those hopes were soon dashed"
 In 1849 he was arrested,5,23,-0.4767, In 1849 he was arrested,7,Crime_and_Punishment_T,english,0.9999970128677643,0, In 1849 he was arrested
" Though neither by temperament nor conviction a revolutionist, Dostoevsky was one of a little group of young men who met together to read Fourier and
Crime and Punishment 3 of 967 Proudhon",31,187,-0.7717," Though neither by temperament nor conviction a revolutionist, Dostoevsky was one of a little group of young men who met together to read Fourier and
Crime and Punishment 3 of 967 Proudhon",7,Crime_and_Punishment_T,english,0.9999968592298253,0," Though neither by temperament nor conviction a revolutionist, Dostoevsky was one of a little group of young men who met together to read Fourier and
Crime and Punishment 3 of 967 Proudhon"
" He was accused of ‘taking part in conversations against the censorship, of reading a letter from Byelinsky to Gogol, and of knowing of the intention to set up a printing press",31,175,-0.296," He was accused of ‘taking part in conversations against the censorship, of reading a letter from Byelinsky to Gogol, and of knowing of the intention to set up a printing press",7,Crime_and_Punishment_T,english,0.9999981914047646,0," He was accused of taking part in conversations against the censorship, of reading a letter from Byelinsky to Gogol, and of knowing of the intention to set up a printing press"
’ Under Nicholas I,3,17,0.0,’ Under Nicholas I,7,Crime_and_Punishment_T,confident_non_english,0.9999959862053027,0,
" (that ‘stern and just man,’ as Maurice Baring calls him) this was enough, and he was condemned to death",19,103,-0.7783," (that ‘stern and just man,’ as Maurice Baring calls him) this was enough, and he was condemned to death",7,Crime_and_Punishment_T,english,0.999998473348877,0," (that stern and just man, as Maurice Baring calls him) this was enough, and he was condemned to death"
 After eight months’ imprisonment he was with twenty-one others taken out to the Semyonovsky Square to be shot,18,109,0.0, After eight months’ imprisonment he was with twenty-one others taken out to the Semyonovsky Square to be shot,7,Crime_and_Punishment_T,english,0.9999981940843425,0, After eight months imprisonment he was with twenty-one others taken out to the Semyonovsky Square to be shot
" Writing to his brother Mihail, Dostoevsky says: ‘They snapped words over our heads, and they made us put on the white shirts worn by persons condemned to death",28,159,-0.8402," Writing to his brother Mihail, Dostoevsky says: ‘They snapped words over our heads, and they made us put on the white shirts worn by persons condemned to death",7,Crime_and_Punishment_T,english,0.9999984581452104,0," Writing to his brother Mihail, Dostoevsky says: They snapped words over our heads, and they made us put on the white shirts worn by persons condemned to death"
" Thereupon we were bound in threes to stakes, to suffer execution",11,64,-0.5423," Thereupon we were bound in threes to stakes, to suffer execution",7,Crime_and_Punishment_T,english,0.9999959751428735,0," Thereupon we were bound in threes to stakes, to suffer execution"
